ID,Annotator_ID,Funniness (1-5),Is a Joke?,Joke keywords,Natural language explanation,Offensive/Inappropriate?,Understand the text?,text
hom_737,8,2,1,"['shoe sales', 'to boot']","The term 'to boot' means 'in addition to' the previously given information, as well as being a pun on boots - a type of shoe.",0,1,Some shoe sales have a good selection to boot .
hom_737,9,2,1,"['shoe', 'to boot']","This is a pun on the word ""boot"". ""To boot"" means also. A boot is a type of shoe and the joke is about shoes. ",0,1,Some shoe sales have a good selection to boot .
het_1731,7,2,1,"[""cannibal' s"", 'swallow the leader']",swallow sounds like follow ,0,1,A cannibal's favourite game is'swallow the leader'.
het_1731,6,1,1,"[""cannibal' s favourite game"", ""' swallow the leader'""]",The joke is that 'follow the leader' was turned into 'swallow the leader'.  Cannibals are people that eat other people.,0,1,A cannibal's favourite game is'swallow the leader'.
het_1731,5,1,1,"['cannibal', 'game', 'swallow', 'the leader']","This is a joke because the game is usually known as 'follow the leader', but it's changed to 'swallow' because cannibals eat people",0,1,A cannibal's favourite game is'swallow the leader'.
het_1731,8,1,1,"['cannibal', 'swallow the leader']","Cannibals eat other people, so of course their favorite game is 'swallow the leader' and not 'follow the leader'.",0,1,A cannibal's favourite game is'swallow the leader'.
het_1731,9,2,1,"[""cannibal's"", 'swallow the leader']","This is a pun on the word ""swallow"". Follow the Leader is a game. ""Follow"" sounds like ""swallow"". The joke is about cannibals and cannibals eat people so they would swallow the leader. ",0,1,A cannibal's favourite game is'swallow the leader'.
het_752,7,2,1,"[""dad' s sisters"", 'carpenter aunts']",aunts sounds like ants ,0,1,If your dad's sisters are construction workers you might call them carpenter aunts .
het_752,6,2,1,"[""dad' s sisters"", 'construction workers', 'carpenter aunts']","The joke is a pun on the word 'aunt'.  'Aunt' can be pronounced like 'ant', the bug.  They are construction workers so if they worked with wood, they could be called carpenters.  This makes them 'carpenter aunts' which sounds like 'carpenter ants', the bugs that eat through wood.",0,1,If your dad's sisters are construction workers you might call them carpenter aunts .
het_752,5,3,1,"[""dad's sisters"", 'construction workers', 'carpenter aunts']","This is a a pun on 'carpenter aunts', which is normally 'carpenter ants', which are a type of ant. Carpenter ants is used here because they're talking about your fathers sisters which would be considered your aunts",0,1,If your dad's sisters are construction workers you might call them carpenter aunts .
het_752,8,2,1,"['sisters', 'construction workers', 'carpenter aunts']",carpenter aunts' is a play on 'carpenter ants' - a specific sub-group of insects within the ant population.,0,1,If your dad's sisters are construction workers you might call them carpenter aunts .
het_752,9,2,1,"[""dad's sisters"", 'construction workers', 'carpenter aunts']","This is a pun on ""carpenter aunts"". Construction work involves carpentry and an aunt is your mom or dad's sister so this dad's sisters would be called carpenter aunts. ""Carpenter aunts"" sounds like ""carpenter ants"", which is a species of ant. ",0,1,If your dad's sisters are construction workers you might call them carpenter aunts .
hom_1564,7,2,1,"['janitor', 'public speaking', 'had the floor']",floor can mean a literal floor or it can mean the speaking floor ,0,1,When the janitor wanted to take up public speaking he always had the floor .
hom_1564,6,1,1,"['janitor', 'public speaking', 'always had the floor']","The joke is a play on the phrase 'have the floor.' Typically that phrase is used to say that a person speaking has the stage or platform to speak on.  The janitor cleans the floors, and so they would always 'have the floor'.",0,1,When the janitor wanted to take up public speaking he always had the floor .
hom_1564,5,1,1,"['janitor', 'public speaking', 'the floor']","This is a joke on the phrase 'having the floor' which basically means to have the space and permission to talk, but it's used here because janitors usually work on floors",0,1,When the janitor wanted to take up public speaking he always had the floor .
hom_1564,8,1,1,"['janitor', 'public speaking', 'had the floor']","Another pun! The janitor had the floor to clean as his day job, and 'having the floor' means having an audience's undivided attention.",0,1,When the janitor wanted to take up public speaking he always had the floor .
hom_1564,9,2,1,"['janitor', 'public speaking', 'had the floor']","This is a pun on the word ""floor"", as janitors clean floors.",0,1,When the janitor wanted to take up public speaking he always had the floor .
het_1194,7,2,1,"[""Quarryman' s daughter"", 'granite']",granite sounds like granted ,0,1,"She was only a Quarryman's daughter , but she took everything for granite ."
het_1194,6,1,1,"[""Quarryman' s"", 'took everything for granite']",The joke is a pun on the word 'granite'.  Granite is a type of rock that may typically be found in a quarry. The phrase in the joke is usually 'taken for granted' meaning not valuing something that have or assuming something is a given.,0,1,"She was only a Quarryman's daughter , but she took everything for granite ."
het_1194,5,1,1,"[""quarryman's"", 'daughter', 'granite']","This is a pun on the phrase 'took everything for granted' which means to value something lightly, but 'granite' is used in it's place because it sounds similar to 'granted' and granite is found in quarries",0,1,"She was only a Quarryman's daughter , but she took everything for granite ."
het_1194,8,2,1,"[""Quarryman's daughter"", 'everything for granite']","This is supposed to be a pun on 'took everything for granted', implying that the daughter had a rich person's bad attitude in spite of her parent not making much money. Quarrymen mine granite for a living.",0,1,"She was only a Quarryman's daughter , but she took everything for granite ."
het_1194,9,2,1,"[""Quarryman's"", 'granite']","This is a pun on the word ""granite"" and ""granted"" Granite is what workers in a quarry dig for.",0,1,"She was only a Quarryman's daughter , but she took everything for granite ."
hom_1469,7,2,1,"['dated', 'married']",dated can mean courted or it can mean get old ,0,1,"Some jokes get dated , other jokes get married ."
hom_1469,6,2,1,"['Some jokes', 'dated', 'other jokes', 'married']","The joke is a pun on the word 'dated'.  Dated can mean 'relevant to only a specific time', but it can also mean having gone on a date--a romantic outing with someone.  The joke is that the jokes that aren't dated are married, and marriage generally comes after dating someone for a while.",0,1,"Some jokes get dated , other jokes get married ."
hom_1469,5,1,1,"['Jokes', 'dated', 'married']","This is a joke on the idea of something being 'dated', which means it's no longer culturally relevant. However, the speaker takes this idea a step further and asks what if jokes could get married",0,1,"Some jokes get dated , other jokes get married ."
hom_1469,8,2,1,"['jokes', 'dated', 'married']","If a joke is 'dated', that means that it's overstayed its welcome with the public. Of course, 'dated' also refers to a stage of courtship that sometimes leads to marriage, hence the pun.",0,1,"Some jokes get dated , other jokes get married ."
hom_1469,9,2,1,"['jokes', 'dated', 'married']","This is a pun on the word ""dated"", as dated can mean when something becomes irrelevant and unappreciated over time, which sometimes happens with old jokes, or a relationship between people that sometimes leads to marriage.",0,1,"Some jokes get dated , other jokes get married ."
hom_404,7,2,1,"['penguin', ""wasn' t going to fly""]",fly can refer to the fact that penguins can't fly or it can mean they won't go for it ,0,1,I wanted to bring a penguin home but my parents said that wasn't going to fly .
hom_404,6,3,1,"['wanted', 'penguin', 'parents said', ""that wasn' t going to fly""]",The joke is a play on the phrase 'that wasn't going to fly'.  The phrase generally means 'that wasn't allowed'.  The phrase was used specifically because of the word fly and the fact that penguins are flightless birds.,0,1,I wanted to bring a penguin home but my parents said that wasn't going to fly .
hom_404,5,2,1,"['penguin', 'parents', ""wasn't going to fly""]","This is a pun on the phrase 'wasn't gonna fly', which usually means unacceptable behavior, much like that of a kid bringing home a penguin. But it's also being used because penguins are flightless birds",0,1,I wanted to bring a penguin home but my parents said that wasn't going to fly .
hom_404,8,3,1,"['penguin', 'parents', ""wasn't going to fly""]",The parents said it wasn't going to fly - as most parents would - because penguins are not generally accepted as good house pets. It's also a pun on penguins being flightless birds.,0,1,I wanted to bring a penguin home but my parents said that wasn't going to fly .
hom_404,9,2,1,"['penguin', 'fly']","This is a pun on the phrase ""going to fly"", as it can mean both something that won't be accepted or the kind of flying that most birds do. Penguins cannot fly. ",0,1,I wanted to bring a penguin home but my parents said that wasn't going to fly .
hom_1279,7,2,1,"['global warming', 'heated topic']",heated can mean warm or it can mean contentious ,0,1,"I'm going to be discussing global warming next week , it's quite a heated topic ."
hom_1279,6,2,1,"['discussing', 'global warming', 'heated topic']",The joke is a pun on the word 'heated'.  For something to be a 'heated' topic means that the topic is discussed often.  Global warming is the effect of the Earth's atmosphere becoming hotter.,0,1,"I'm going to be discussing global warming next week , it's quite a heated topic ."
hom_1279,5,3,1,"['global warming', 'heated', 'topic']","This is a pun on 'heated topic',  which means a fiercely debated topic and it's being used here because of the relation on the words 'warming' and 'heated'.",0,1,"I'm going to be discussing global warming next week , it's quite a heated topic ."
hom_1279,8,3,1,"['global warming', 'heated topic']","It *is* a contentious, or 'heated' topic. Also happens to be a pun on the global warming, or 'heating' itself.",0,1,"I'm going to be discussing global warming next week , it's quite a heated topic ."
hom_1279,9,2,1,"['global warming', 'heated']","This is a pun on ""heated"". The joke is about the Earth's temperature rising so it is being heated. This topic is controversial so it can lead to heated arguments.",0,1,"I'm going to be discussing global warming next week , it's quite a heated topic ."
hom_243,7,2,1,"['broom', 'sweeping the nation']",sweeping can mean cleaning the floor or it can mean a fad that's taking over ,0,1,"A new type of broom came out , it is sweeping the nation ."
hom_243,6,2,1,"['A new type of broom came out, it is sweeping the nation.']",The joke is a pun on the word 'sweeping'.  Brooms sweep dust. 'Sweeping the nation' usually means 'a trend that is becoming rapidly popular in the nation'.,0,1,"A new type of broom came out , it is sweeping the nation ."
hom_243,5,2,1,"['broom', 'sweeping', 'nation']","This is a pun on the phrase ""sweeping the nation"" which usually means to become extremely popular, but it also works here because brooms literally sweep things",0,1,"A new type of broom came out , it is sweeping the nation ."
hom_243,8,2,1,"['new', 'broom', 'sweeping the nation']",Pun! The broom is popular and it's literally sweeping rugs and floors in the nation.,0,1,"A new type of broom came out , it is sweeping the nation ."
hom_243,9,2,1,"['broom', 'sweeping']","This is a pun on the word sweeping. Brooms are used to sweep the floor. The new broom is sweeping the nation, meaning it's very popular. ",0,1,"A new type of broom came out , it is sweeping the nation ."
hom_26,7,2,1,"['alphabet soup', 'spell disaster']",spell disaster means it could cause a disaster but spell means spelling a word as in the alphabet ,0,1,"If you leave alphabet soup on the stove and go out , it could spell disaster ."
hom_26,6,1,1,"['leave', 'alphabet soup', 'on the stove', 'could spell disaster']",The joke is a play on the phrase 'spell disaster'.  Alphabet soup is a soup with pasta shaped like letters of the alphabet.  'Spell disaster' is a phrase that usually means 'causes disaster'.  The letters of alphabet soup could literally spell the word disaster.,0,1,"If you leave alphabet soup on the stove and go out , it could spell disaster ."
hom_26,5,1,1,"['alphabet soup', 'stove', 'spell disaster']","This is a pun on the phrase ""spell disaster"", which usually means to indicate, contribute to, or display signs of an impending and severe failure or disaster, but it's also used here because you can also literally spell things with alphabet soup",0,1,"If you leave alphabet soup on the stove and go out , it could spell disaster ."
hom_26,8,3,1,"['alphabet soup', 'stove', 'spell disaster']","It could spell disaster because doing so starts a fire, or the soup could literally spell disaster!",0,1,"If you leave alphabet soup on the stove and go out , it could spell disaster ."
hom_26,9,2,1,"['alphabet soup', 'spell']","This is a pun on the word ""spell"". To spell disaster means to causes disaster. You can spell words with alphabet soup.",0,1,"If you leave alphabet soup on the stove and go out , it could spell disaster ."
hom_1241,7,2,1,"['Heart surgeons', 'bypass']",bypass can mean a heart bypass or it can mean to avoid ,0,1,Heart surgeons never bypass a good opportunity .
hom_1241,6,2,1,"['Heart surgeons', 'bypass', 'good opportunity']","The joke is a pun on the word 'bypass'. 'Bypass' can mean a procedure in heart surgery to route blood past a clot that is causing heart problems.  Bypass means to route around or pass by something, and could be used in a way to say that the doctor would neglect or pass by a good opportunity.",0,1,Heart surgeons never bypass a good opportunity .
hom_1241,5,1,1,"['heart surgeons', 'bypass', 'good opportunity']","This is a pun on the word 'bypass'. The common saying ""pass a good opportunity"" which means to turn down a good thing, but it's used here because a bypass is a type of surgery performed by surgeons ",0,1,Heart surgeons never bypass a good opportunity .
hom_1241,8,2,1,"['Heart surgeons', 'bypass', 'opportunity']","To bypass something is to deliberately avoid it, and it's also a specific kind of heart surgery.",0,1,Heart surgeons never bypass a good opportunity .
hom_1241,9,2,1,"['heart surgeons', 'bypass']","This is a pun on the word ""bypass"". Heart surgeons perform bypass surgery.",0,1,Heart surgeons never bypass a good opportunity .
hom_1377,7,2,1,"['water bed', 'drift apart']",drift can refer to drifting on water or it can mean they grew apart as people ,0,1,"When they bought a water bed , the couple started to drift apart ."
hom_1377,6,2,1,"['bought', 'water bed', 'couple', 'drift apart']","The joke is play on the phrase 'drift apart'.  When used in describing a relationship, 'drift apart' generally means that the love between the people is fading.  They have a water bed, and in water one could drift away from somebody else just by a current or force in the water, or simply laying in the water and drifting.",0,1,"When they bought a water bed , the couple started to drift apart ."
hom_1377,5,1,1,"['water bed', 'couple', 'drift apart']","This is a pun on 'drift apart', which means to gradually become less intimate or friendly. But it's used here because things drift away when they're on water",0,1,"When they bought a water bed , the couple started to drift apart ."
hom_1377,8,3,1,"['bought', 'water bed', 'drift apart']","The couple could've started to drift apart because they regretted their purchase, or literally drifted apart because of the water in their mattress.",0,1,"When they bought a water bed , the couple started to drift apart ."
hom_1377,9,2,1,"['water bed', 'drift apart']","This is a pun on the word drift. You can drift apart as in lose a connection with someone or physically drift apart from someone else, like in a body of water. This joke is about a water bed.",0,1,"When they bought a water bed , the couple started to drift apart ."
het_1707,7,2,1,"['Aztec', 'Inca']",inca sounds like ink ,0,1,Ancient scribes who hired Aztec writers had to make sure the Inca was dry .
het_1707,6,3,1,"['Ancient scribes', 'Aztec writers', 'make sure the Inca was dry']",The joke is a pun on the word 'Inca'. The Inca people were an ancient tribe in North America.  Inca sounds like 'ink' which would be typically used in the phrase 'make sure the ink was dry'.  Ink is a substance used to write with.,0,1,Ancient scribes who hired Aztec writers had to make sure the Inca was dry .
het_1707,5,1,1,"['scribes', 'aztec writers', 'inca was dry']","This is a pun on 'inca', which is playing off the word 'ink'. It's being used because the Incas were an empire that lived back in ancient times",0,1,Ancient scribes who hired Aztec writers had to make sure the Inca was dry .
het_1707,8,1,1,"['Ancient scribes', 'Aztec writers', 'Inca']",This is a culturally tone deaf joke because the Inca people were distinct from the Aztec. It's supposed to be a play on Inca/ink.,0,1,Ancient scribes who hired Aztec writers had to make sure the Inca was dry .
het_1707,9,2,1,"['Aztec writers', 'Inca']","This is a pun on the word Inca. The Inca people and Aztecs both had empires that were conqured by the Spanish. Inca sounds like ink, and this joke is about writing. ",0,1,Ancient scribes who hired Aztec writers had to make sure the Inca was dry .
het_910,7,2,1,"['Acupuncture', 'jab']",jab sounds like job ,0,1,Acupuncture : a jab well done .
het_910,6,1,1,"['Acupuncture', 'jab well done']","The joke is a pun on the word 'jab'.  Jab means to puncture, poke, or stab.  The phrase it was used in would typically be 'a job well done'. Job was replaced with jab.",0,1,Acupuncture : a jab well done .
het_910,5,1,1,"['acupuncture', 'jab', 'well done']","This is a pun on the word 'a job well done', but 'jab' is being used since in acupuncture you jab people with needles ",0,1,Acupuncture : a jab well done .
het_910,8,3,1,"['Acupuncture', 'jab']",It's a play on 'a job well done'. We hope that acupuncturists do a good job because they're jabbing people!,0,1,Acupuncture : a jab well done .
het_910,9,2,1,"['acupuncture', 'jab']","This is a pun on the word ""jab"". Accupuncture involves ""jabbing"" needles into your body. Jab sounds like job.",0,1,Acupuncture : a jab well done .
hom_4,7,1,1,"['ditch digger', 'entrenched']",entrenched can mean absorbed or it can mean a literal trench ,0,1,A ditch digger was entrenched in his career .
hom_4,6,1,1,"['ditch digger', 'entrenched', 'career']",The joke is a pun on the word 'entrenched'.  A trench is a sort of path or tunnel below normal ground level that is dug out.  Being 'entrenched' in something can also mean to be engrossed or utterly focused on.,0,1,A ditch digger was entrenched in his career .
hom_4,5,2,1,"['ditch digger', 'entrenched', 'career']","This is a pun on 'entrenched'. The joke is saying that the ditch digger was very immersed in their career, but it also works because a dug ditch could also be referred to as a 'trench'",0,1,A ditch digger was entrenched in his career .
hom_4,8,2,1,"['ditch digger', 'entrenched', 'career']",He was figuratively dug into that choice of profession and he literally entrenched himself into ditches.,0,1,A ditch digger was entrenched in his career .
hom_4,9,2,1,"['ditch digger', 'entrenched']","This is a pun on the word ""entrenched"". The ditch digger was very dedicated, or entrenched, in his career. A ditch is a trench on the side of a road. If you are in the ditch, you are physically entrenched in it. ",0,1,A ditch digger was entrenched in his career .
hom_124,7,2,1,"['inventor of glass', 'see it through']",see it through can mean you can see through the glass or it can mean to see it to completion ,0,1,The inventor of glass decided to see it through .
hom_124,6,1,1,"['inventor', 'glass', 'see it through']","The joke is a play on the phrase 'see it through'.  Glass is see through. To 'see' something 'through', means to make sure it was finished or completed.",0,1,The inventor of glass decided to see it through .
hom_124,5,2,1,"['inventor', 'glass', 'see it through']","This is a pun on the phrase ""see it through"" which means to support a person for the duration of a difficult time, in this case it's the invention of glass. It also works because you can literally see through glass",0,1,The inventor of glass decided to see it through .
hom_124,8,1,1,"['inventor', 'glass', 'see it through']",See what through? The pun about seeing through glass might've been mildly amusing if it were clearer (no pun intended).,0,1,The inventor of glass decided to see it through .
hom_124,9,2,1,"['glass', 'see it through']",This is a pun on the phrase see it through. You can see through glass,0,1,The inventor of glass decided to see it through .
hom_365,7,2,1,"['mattress', 'sleep on it']",sleep on it can mean to wait until next day to make a secision or it can literally mean sleaping like on a matress ,0,1,He couldn't decide whether to accept a job in mattress sales so he decided to sleep on it .
hom_365,6,2,1,"[""couldn' t decide"", 'accept a job', 'mattress sales', 'sleep on it']",The joke is a play on the phrase 'sleep on it'.  To 'sleep on' a thought or decision means to take some time to figure out how one feels or thinks about something before making a decision. Mattresses are physically meant to be slept on.,0,1,He couldn't decide whether to accept a job in mattress sales so he decided to sleep on it .
hom_365,5,1,1,"['job', 'mattress', 'sleep on it']","This is a pun on the phrase 'sleep on it', which means to think about something over the course of a night, like accepting a job in matteress sales. It also works because people literally sleep on mattresss'",0,1,He couldn't decide whether to accept a job in mattress sales so he decided to sleep on it .
hom_365,8,3,1,"['accept', 'job', 'mattress sales', 'sleep on it']",One can picture him sleeping on the decision while also sleeping on one of the mattresses he would sell.,0,1,He couldn't decide whether to accept a job in mattress sales so he decided to sleep on it .
hom_365,9,2,1,"[""couldn't decide"", 'mattress', 'sleep on it']","This is a pun on the phrase sleep on it. Sleep on it means to spend some time thinking about what decision to make. He's thinking about maybe getting into mattress sales, and mattresses are for sleeping.",0,1,He couldn't decide whether to accept a job in mattress sales so he decided to sleep on it .
hom_1799,7,2,1,"['Stereo speakers', 'high volume']",high volume can mean a great deal of them or it can refer to a loud sounds ,0,1,Stereo speakers are made by'high volume'manufacturers .
hom_1799,6,2,1,"['speakers', 'high volume', 'manufacturers']","The joke is a pun on the words 'high volume'.  High volume in terms of manufacturing means being produced in great numbers.  Speakers produce sound, and volume is also the word used to refer to how loud the speaker is projecting noise.",0,1,Stereo speakers are made by'high volume'manufacturers .
hom_1799,5,1,1,"['stereo speakers', 'high volume', 'manufacturers']","This is a pun on 'high volume manufacturers', which are manufacturering companies that produce large quantities of goods in a short time. It's being used here because speakers may be set at a high volume",0,1,Stereo speakers are made by'high volume'manufacturers .
hom_1799,8,2,1,"['Stereo speakers', 'high volume']","Yet another pun. The manufacturers produce a lot of a product, but 'high volume' can also refer to how much noise the speakers can make.",0,1,Stereo speakers are made by'high volume'manufacturers .
hom_1799,9,2,1,"['stereo speakers', 'high volume manufacturers']","This is a pun on ""high volume"". The manufacturers are high volume, meaning they produce a lot of speakers. Stereo speakers can have a high volume, as in they can be loud. ",0,1,Stereo speakers are made by'high volume'manufacturers .
hom_2057,7,2,1,"['washroom', 'stalling']",there are stalls in a washroom ,0,1,"My student was late for class , claiming he was in the washroom . I think he was stalling ."
hom_2057,6,1,1,"['student', 'late for class', 'claiming', 'in the washroom', 'stalling']","The joke is a pun on the word 'stalling'.  'Stalling' can mean drawing out extra time before doing something.  Public bathrooms or wash rooms have stalls for privacy, so 'stalling' could potentially mean being in a stall.",0,1,"My student was late for class , claiming he was in the washroom . I think he was stalling ."
hom_2057,5,2,1,"['late for class', 'washroom', 'stalling']","This is a pun on 'stalling', which in this context means the student making up excuses for why he was late. It's also being used be in washrooms, there are stalls",0,1,"My student was late for class , claiming he was in the washroom . I think he was stalling ."
hom_2057,8,2,1,"['late', 'washroom', 'stalling']",A pun! To stall means 'to delay' and it's a play on the bathroom stalls found in washrooms.,0,1,"My student was late for class , claiming he was in the washroom . I think he was stalling ."
hom_2057,9,2,1,"['late', 'washroom', 'stalling']","This is a pun on the word stalling. Stalling means to delay doing something. It has the word ""stall"" in it. There are stalls in washrooms.",0,1,"My student was late for class , claiming he was in the washroom . I think he was stalling ."
het_716,7,2,1,"['castle', 'manor']",manor sounds like manner ,0,1,A man's home is his castle in a manor of speaking .
het_716,6,1,1,"['castle', 'manor of speaking']",The joke is a pun on the word 'manor'.  Another word for a castle is a manor.  The phrase is typically said 'a manner of speaking' which means 'a way of speaking' or 'a method of telling'.,0,1,A man's home is his castle in a manor of speaking .
het_716,5,1,1,"['home', 'castle', 'manor']","This is a pun on the phrase 'manner of speaking', which is used to say that a statement is true or accurate in a certain way even if it is not literally or completely true. In this case 'manor' is used in place of 'manner' because it sounds similar and 'manor' is another term for a large country house ",0,1,A man's home is his castle in a manor of speaking .
het_716,8,2,1,"['castle', 'manor of speaking']",It's a play on 'manner of speaking'. A manor is another word for a castle.,0,1,A man's home is his castle in a manor of speaking .
het_716,9,2,1,"['castle', 'manor']","This is a pun on the word manor. The manner in manner of speaking sounds like manor. A manor is a type of home that is large and expensive, like a castle. ",0,1,A man's home is his castle in a manor of speaking .
het_1136,2,1,1,"['kangaroo', ""can't jump"", 'hopless']","This pun is trying to replace the word hopeless with hopless, as in unable to hop. Kangaroos are known for hopping around as their motion of mobility. ",0,1,A kangaroo that can't jump is completely hopless .
het_1136,4,1,1,['kangaroo'],Kangaroos are meant to jump. A hopless kangaroo is hopeless,0,1,A kangaroo that can't jump is completely hopless .
het_1136,3,1,1,"['Kangaroo', 'jump', 'hopless']","Hopless sounds close to hopeless. Hopless is when one cannot jump. The kangaroo cannot jump and is therefore hopless, but also hopeless.",0,1,A kangaroo that can't jump is completely hopless .
het_1136,1,3,1,"['kangaroo', ""can't jump"", 'hopless']","This is a play on words. The word ""hopeless"" means without hope but sounds like ""hopless"" meaning a kangaroo unable to hop.",0,1,A kangaroo that can't jump is completely hopless .
het_1136,0,2,1,"['kangaroo', 'hopless']",hopless is a play on words of hopeless ,0,1,A kangaroo that can't jump is completely hopless .
hom_10,2,2,1,"['suspected', 'stealing a brooch', ""couldn't pin""]",A brooch is a type of fashionable large pin that you typically wear on a jacket of some sort. The idea of pinning something on someone means to find all evidence leading to that person. ,0,1,She was suspected of stealing a brooch but they couldn't pin it on her .
hom_10,4,1,1,"['brooch', 'pin', 'stealing']","A brooch is a type of pin. By being unable to pin the brooch on her, they are unable to ""pin/""prove her of the chrime",0,1,She was suspected of stealing a brooch but they couldn't pin it on her .
hom_10,3,1,1,"['stealing', 'brooch', 'pin']","To pin something on someone in the figurative sense means to attribute blame of something onto someone. A brooch is an ornament that people fasten to their clothing with a pin. We see two meanings of the word ""pin"" used here.",0,1,She was suspected of stealing a brooch but they couldn't pin it on her .
hom_10,1,2,1,"['stealing', 'brooch', 'pin it on her']","This is a play on words. The phrase ""pin it on"" means to blame or accuse of a crime but ""pin it out"" also means to literally pin or fasten a brooch to an article of clothing.",0,1,She was suspected of stealing a brooch but they couldn't pin it on her .
hom_10,0,3,1,"['brooch', 'pin']",you normally pink a brooch on someone ,0,1,She was suspected of stealing a brooch but they couldn't pin it on her .
hom_678,2,1,1,"['Grant', 'loan officer']","A grant is a type of stipen or payment given to someone based on a condition or set of conditions. This pun is using someone named grant as a person who is a loan officer, which is similar to a grant.",0,1,"My name is Grant , I am a loan officer ."
hom_678,4,1,1,"['grant', 'loan']","Grants are a type of loan, but is also the name of the speaker",0,1,"My name is Grant , I am a loan officer ."
hom_678,3,1,1,"['Grant', 'loan officer']","Grant is a person's name. The word grant also has the other meaning of being something that is similar to a loan, a monetary gift that does not need to be repaid. ",0,1,"My name is Grant , I am a loan officer ."
hom_678,1,1,1,"['Grant', 'loan officer']","This is a play on words. A ""grant"" is a sum of money given for a purpose but ""Grant"" is also a common first name.",0,1,"My name is Grant , I am a loan officer ."
hom_678,0,1,1,"['grant', 'loan']",grant is a loan,0,1,"My name is Grant , I am a loan officer ."
hom_1590,2,2,1,"['farmer allows', 'cross', 'field for free', 'bull charges']","A bull, or male bovine, is known for charging with its horns. In this case, charge can also mean to require a fee for accessing something. ",0,1,"Notice in a field : The farmer allows walkers to cross the field for free , but the bull charges ."
hom_1590,4,1,1,"['farmer', 'bull']","The farmer will allow people to walk in the field, but the bull may run at them. Here, charges means both to require a fee and to run at.",0,1,"Notice in a field : The farmer allows walkers to cross the field for free , but the bull charges ."
hom_1590,3,2,1,"['farmer', 'bull', 'charges']","A bull that charges is a bull that runs. To charge someone can also mean to demand payment for service. So, ""the bull charges"" could just mean that the bull is asking for monetary payment.",0,1,"Notice in a field : The farmer allows walkers to cross the field for free , but the bull charges ."
hom_1590,1,3,1,"['walkers', 'cross the field', 'free', 'bull charges']","This is a play on words. The phrase ""bull charges"" refers to a bull requesting money but also refers to a bull racing to attack someone.",0,1,"Notice in a field : The farmer allows walkers to cross the field for free , but the bull charges ."
hom_1590,0,4,1,"['farmer', 'walkers', 'field', 'bull', 'charges']",bulls normally charges at people ,0,1,"Notice in a field : The farmer allows walkers to cross the field for free , but the bull charges ."
het_1007,2,1,1,"['salt', 'hi', 'pepper', 'seasonings greetings']","This pun is replacing season with seasoning, as in seasons greetings which is a phrase often used to express salutations during the holiday season - all in the context of salt and pepper greeting eachother. ",0,1,The salt said'hi'to the pepper . It was seasonings greetings .
het_1007,4,1,1,"['salt', 'pepper']","This is a play on the phrase ""seasons greetings."" salt and pepper are both seasonings",0,1,The salt said'hi'to the pepper . It was seasonings greetings .
het_1007,3,1,1,"['salt', 'pepper', 'seasonings']","The text ""seasonings greetings"" sounds like ""seasons greetings"" which is a common phrase used during the holiday season on cards. Salt and pepper are types of seasonings. Salt and pepper are getting personifed and greeting each other.",0,1,The salt said'hi'to the pepper . It was seasonings greetings .
het_1007,1,3,1,"['salt', ""' hi'"", 'seasonings greetings']","This is a play on words. The phrase ""season's greetings"" is used as an expression of goodwill during winter holidays but ""seasonings greetings"" refers to the fact that seasonings, or spices added to foods, are greeting each other. ",0,1,The salt said'hi'to the pepper . It was seasonings greetings .
het_1007,0,3,1,"['salt', 'pepper', 'seasonings']",salt and pepper are considered seasonings ,0,1,The salt said'hi'to the pepper . It was seasonings greetings .
hom_999,2,2,1,"['costume party', 'knife', 'looked sharp']","Knives are sharp, and someone who looks sharp is dressed nicely, or boldly in a flattering way. ",0,1,"A guy went to a costume party dressed as a knife , and he really looked sharp ."
hom_999,4,1,1,"['costume party', 'knife']",Knives are sharp (pointed) weapons. The guy's costume looks sharp {nice).,0,1,"A guy went to a costume party dressed as a knife , and he really looked sharp ."
hom_999,3,1,1,"['costume party', 'knife', 'sharp']",To look sharp is to look good. To look sharp can also mean something that looks like it can cut something. A knife is something that can cut something. ,0,1,"A guy went to a costume party dressed as a knife , and he really looked sharp ."
hom_999,1,2,1,"['costume', 'knife', 'looked sharp']","This is a play on words. The word ""sharp"" means dressed nicely but ""sharp"" also refers to how knives are sharp and pointed.",0,1,"A guy went to a costume party dressed as a knife , and he really looked sharp ."
hom_999,0,3,1,"['costume', 'dressed', 'sharp']",knifes are usually sharp to cut ,0,1,"A guy went to a costume party dressed as a knife , and he really looked sharp ."
het_1693,2,1,1,"['Bee keepers', 'keep buzzy']","Buzzy is replacing the word busy, and buzz is a sound that is associated with bees.",0,1,Bee keepers always manage to keep buzzy .
het_1693,4,1,1,['bee keepers'],"A play on the word ""busy,"" where it is replaced with the word ""buzzy"" to replicate the sound bees make",0,1,Bee keepers always manage to keep buzzy .
het_1693,3,1,1,"['bee keepers', 'buzzy']",Buzzy is a term used to described the sounds lots of bees make. Buzzy sounds like busy. Bee keepers always manage to keep busy.,0,1,Bee keepers always manage to keep buzzy .
het_1693,1,1,1,"['Bee keepers', 'keep buzzy']","This is a play on words. The word ""busy"" means having a backed schedule but ""buzzy"" references the buzzing sound that bees make. ",0,1,Bee keepers always manage to keep buzzy .
het_1693,0,2,1,"['bee', 'buzzy']",buzzy sounds like busy but bees also make buzz noise ,0,1,Bee keepers always manage to keep buzzy .
